id,date,IN_VEHICLE,ON_BIKE,ON_FOOT,RUNNING,STILL,TILTING,WALKING,UNKNOWN,MIMS_SUM_WEAR,SLEEP_MINUTES,SCREEN_ON_SECONDS,UNLOCK_EVENTS_NUM,USAGE_DURATION_MIN,Q1_SAD,Q2_HAPP,Q3_FATIG,Q4_EN,Q5_REL,Q6_TEN,Q7_STRESS,Q8_FRUST,Q9_NERV,excite_14,focus_3,frust_12,happy_8,int_exer_3,nervous_4,proc_4,relax_10,sad_7,stress_2,tense_11
tipoffstarchpartly,2021-05-28,145,0,54,0,242,8,0,280,11357.309067752914,435.0,11346,48,38.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,,1.0,,,,,,,,
tipoffstarchpartly,2021-05-29,187,0,92,0,170,29,0,318,15968.066945275235,326.0,15625,143,42.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,,3.25,,,,,,,,2.0,
tipoffstarchpartly,2021-05-30,40,1,26,0,218,1,0,176,8218.03293762363,230.0,23600,47,40.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,,,,,,1.0
tipoffstarchpartly,2021-05-31,37,0,26,0,164,2,0,142,10551.21355933548,591.0,5604,64,21.0,1.0833333333333333,2.3333333333333335,1.5,2.5833333333333335,3.3333333333333335,2.5,1.25,1.5,1.5833333333333333,,,,,,,,,,,
tipoffstarchpartly,2021-06-01,23,0,22,0,222,2,0,105,10315.096871664718,364.0,16379,117,21.0,1.0,2.0,1.9166666666666667,2.25,3.0833333333333335,2.3333333333333335,1.3333333333333333,1.4166666666666667,2.0833333333333335,,,,,,,,,,,
tipoffstarchpartly,2021-06-02,24,0,15,0,112,1,0,54,253.14094850728577,0.0,14526,80,32.0,1.0909090909090908,2.6363636363636362,1.9090909090909092,2.272727272727273,3.272727272727273,2.1818181818181817,1.0909090909090908,1.0,2.090909090909091,,,,,,,,,,,
tipoffstarchpartly,2021-06-13,9,0,20,0,170,1,0,174,,,63773,46,,1.2857142857142858,2.857142857142857,1.8571428571428572,1.7142857142857142,4.0,1.5714285714285714,1.0,1.1428571428571428,1.4285714285714286,,,,,,,,,,,
tipoffstarchpartly,2021-06-14,25,0,37,0,306,0,0,189,3109.246770024629,57.0,13899,105,,1.1428571428571428,2.5,1.7142857142857142,2.5714285714285716,3.357142857142857,2.357142857142857,1.6428571428571428,1.0714285714285714,1.8571428571428572,,,,,,,,,,,
tipoffstarchpartly,2021-06-15,17,0,31,0,287,11,0,172,10870.78332946937,408.0,12196,78,29.0,1.1538461538461537,2.0,2.076923076923077,2.6923076923076925,2.8461538461538463,2.4615384615384617,1.3846153846153846,1.3846153846153846,1.2307692307692308,,,,,,,,,,,
tipoffstarchpartly,2021-06-16,22,0,39,0,241,2,0,115,11017.037227258068,361.0,12082,63,21.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,1.5,,,,,,,3.0,,,
tipoffstarchpartly,2021-06-17,23,0,37,0,243,1,0,88,10768.4122820412,458.0,9298,36,29.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,,,1.75,,,,,,1.0,,
tipoffstarchpartly,2021-06-18,35,0,23,0,244,5,0,139,10346.153758846722,400.0,11978,48,26.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,,4.0,,,,2.4,,3.6,1.6,,3.5
tipoffstarchpartly,2021-06-19,56,0,64,0,296,2,0,234,11218.858620788937,319.0,11172,79,33.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,,,1.6,,1.0,1.0,1.0,,1.0,,
tipoffstarchpartly,2021-06-20,7,0,49,0,197,0,0,192,10454.276668508814,410.0,16533,69,39.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,
tipoffstarchpartly,2021-06-21,30,0,41,0,205,2,0,110,9499.926958980086,331.0,12344,48,22.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,,,,,1.0,1.0,4.0,1.75,,
tipoffstarchpartly,2021-06-22,42,0,25,0,187,9,0,263,12232.740240068915,356.0,14954,106,21.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,,,3.0,,2.4,,,,,
tipoffstarchpartly,2021-06-23,28,0,47,0,336,4,0,176,12377.8715120984,342.0,14328,75,25.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,,,,,,,,,1.0,,3.6
tipoffstarchpartly,2021-06-24,22,0,49,0,268,5,0,98,12073.771406697057,418.0,10834,78,19.0,1.5,2.142857142857143,2.142857142857143,2.857142857142857,3.142857142857143,2.357142857142857,1.2857142857142858,1.2857142857142858,1.2857142857142858,,,,,,,,,,,
tipoffstarchpartly,2021-06-25,29,0,30,0,333,2,0,106,10752.379903669238,405.0,13721,96,20.0,1.4,2.466666666666667,2.4,1.8,3.8,1.9333333333333333,1.0666666666666667,1.4,1.2666666666666666,,,,,,,,,,,
tipoffstarchpartly,2021-06-26,0,0,31,0,244,0,0,235,8338.966495861805,436.0,20917,68,23.0,1.0833333333333333,2.8333333333333335,1.9166666666666667,2.4166666666666665,4.083333333333333,1.5833333333333333,1.0,1.1666666666666667,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-06-27,8,0,24,0,243,1,0,260,8003.018651885191,322.0,15144,64,32.0,1.0,2.5384615384615383,1.6923076923076923,2.4615384615384617,3.8461538461538463,1.4615384615384615,1.0769230769230769,1.3846153846153846,1.0769230769230769,,,,,,,,,,,
tipoffstarchpartly,2021-06-28,20,0,10,0,225,11,0,108,11876.241748603066,316.0,17821,65,18.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,4.166666666666667,,,4.75,,,3.3333333333333335,,,
tipoffstarchpartly,2021-06-29,22,0,64,0,293,2,0,142,11701.131011055772,360.0,13982,70,18.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,,,1.0,,1.0,,1.75,,1.0,,
tipoffstarchpartly,2021-06-30,21,0,44,0,278,2,0,135,9709.731281837176,434.0,12893,59,18.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,,,,2.2857142857142856,1.0,,1.6,,,,
tipoffstarchpartly,2021-07-01,39,0,52,0,266,2,0,86,9570.468577938464,347.0,12486,77,21.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,,,,,4.0,1.0,1.0,,1.0,,
tipoffstarchpartly,2021-07-02,27,0,49,0,258,0,0,156,10841.208517751922,400.0,16897,60,17.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,,2.0,,,3.0,,,4.0,,2.0,
tipoffstarchpartly,2021-07-03,3,0,23,0,146,0,0,92,9418.957967286611,439.0,10213,37,20.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,,,,,,,1.6,,,1.0,
tipoffstarchpartly,2021-07-04,0,0,45,0,199,0,0,154,9314.121351824306,401.0,13563,37,9.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,,3.5,,,4.5,,,3.0,,,2.2857142857142856
tipoffstarchpartly,2021-07-05,98,0,121,0,169,10,0,331,13163.146300512431,457.0,11584,64,24.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,,4.0,,4.75,,,1.0,,1.0,1.0,
tipoffstarchpartly,2021-07-06,26,0,53,0,276,1,0,99,10273.442753457375,319.0,12352,80,17.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,,,,3.5714285714285716,,,,,1.0,,1.5
tipoffstarchpartly,2021-07-07,27,0,64,0,236,1,0,133,10190.375427437632,390.0,14932,66,14.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,,3.6666666666666665,,,1.0,,,3.75,,,
tipoffstarchpartly,2021-07-08,29,0,75,0,294,3,0,108,12160.43404641228,421.0,12888,71,23.0,1.3571428571428572,1.9285714285714286,2.2857142857142856,2.142857142857143,3.0714285714285716,2.0714285714285716,1.0714285714285714,1.1428571428571428,1.0714285714285714,,,,,,,,,,,
tipoffstarchpartly,2021-07-09,24,0,53,0,321,0,0,191,9895.322099141787,402.0,16414,94,19.0,1.0,2.8,1.8,2.8,3.933333333333333,1.4,1.0,1.1333333333333333,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-07-10,26,0,49,0,217,3,0,114,10057.186009498946,608.0,10104,100,16.0,1.0,2.8,2.3,2.3,3.5,1.6,1.0,1.0,1.6,,,,,,,,,,,
tipoffstarchpartly,2021-07-11,60,1,56,0,255,3,0,244,9357.63864096564,533.0,16366,61,30.0,1.0,2.7142857142857144,2.142857142857143,2.5714285714285716,3.857142857142857,1.2857142857142858,1.0,1.4285714285714286,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-07-12,22,0,60,0,349,4,0,131,11852.892097272485,411.0,17997,82,16.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,1.4285714285714286,,,1.0,
tipoffstarchpartly,2021-07-13,39,0,85,0,250,5,0,145,11534.314315699146,335.0,14042,44,21.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,,3.6,,2.5,,,,,,,
tipoffstarchpartly,2021-07-14,15,1,14,0,182,2,0,136,10456.539060172028,406.0,13846,56,15.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,,3.1666666666666665,1.0,,,1.75,,,,,
tipoffstarchpartly,2021-07-15,23,0,63,0,217,2,0,150,8577.844717228152,503.0,12617,54,19.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,,,,1.6,,,2.0,,,1.5,3.4
tipoffstarchpartly,2021-07-16,22,0,60,0,356,2,0,197,12481.41836812861,378.0,15327,79,22.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,,1.0
tipoffstarchpartly,2021-07-17,0,0,10,0,143,0,0,165,8026.03261763312,560.0,18171,41,15.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.6
tipoffstarchpartly,2021-07-18,40,0,30,0,214,3,0,184,8255.145151642351,419.0,14885,52,13.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,2.5,,,1.0,1.0,,,1.0,,
tipoffstarchpartly,2021-07-19,27,0,45,0,275,1,0,143,11398.140697714303,450.0,14066,74,20.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,,,,3.25,,,,,,2.5,
tipoffstarchpartly,2021-07-20,21,0,20,0,277,1,0,117,12172.616835927329,450.0,15945,80,21.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,,3.0,2.4,,,,,,1.75,,
tipoffstarchpartly,2021-07-21,24,0,60,0,294,1,0,108,12014.823263444394,461.0,15249,74,13.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,,,2.2,,,1.0,3.4,,,1.75
tipoffstarchpartly,2021-07-22,24,0,54,0,292,1,0,116,11355.06639192558,462.0,14098,63,17.0,1.0,2.5,2.0714285714285716,2.357142857142857,3.7142857142857144,1.7142857142857142,1.0,1.2857142857142858,1.0714285714285714,,,,,,,,,,,
tipoffstarchpartly,2021-07-23,21,0,40,0,237,2,0,60,11443.461748441829,312.0,17222,77,,1.0588235294117647,2.8823529411764706,1.8823529411764706,2.7058823529411766,3.8823529411764706,1.6470588235294117,1.1764705882352942,1.1764705882352942,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-07-24,79,1,45,0,281,6,0,154,13141.804510992362,470.0,11957,110,10.0,1.0833333333333333,3.25,1.5833333333333333,2.75,4.0,1.25,1.0,1.0,1.1666666666666667,,,,,,,,,,,
tipoffstarchpartly,2021-07-25,24,0,43,0,211,4,0,124,8584.714175022064,411.0,14285,50,24.0,1.2,2.1,2.3,1.7,3.7,1.9,1.0,1.3,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-07-26,33,0,39,0,253,2,0,68,12194.918494644087,274.0,14326,62,14.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,,,1.0,,2.0,,,,,,4.25
tipoffstarchpartly,2021-07-27,26,0,65,0,203,1,0,81,11982.019930541934,392.0,11037,50,10.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,,,2.5,,1.0,,1.0,,1.0,3.1666666666666665,3.4444444444444446
tipoffstarchpartly,2021-07-28,21,0,7,0,199,4,0,51,10728.157038792308,392.0,17065,48,13.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,,2.5,2.5,,,,,,,,
tipoffstarchpartly,2021-07-29,25,0,23,0,210,3,0,142,9599.793474254537,455.0,17021,39,21.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,,,1.6,,,,2.0,,,,
tipoffstarchpartly,2021-07-30,24,0,39,0,338,3,0,126,10352.822011914552,390.0,12766,60,23.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,4.0,1.0,,,,,
tipoffstarchpartly,2021-07-31,44,0,17,0,153,2,0,90,8366.274185386475,569.0,7945,32,16.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,1.6,3.25
tipoffstarchpartly,2021-08-01,0,0,11,0,153,0,0,60,8922.230256358496,482.0,8206,26,17.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,,,,,,,1.0,,1.0,1.6,3.0
tipoffstarchpartly,2021-08-02,27,0,29,0,176,1,0,86,11452.924365453386,386.0,12868,60,10.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,4.166666666666667,,,4.5,,1.0,,,,3.4
tipoffstarchpartly,2021-08-03,26,0,37,0,228,1,0,93,10184.539114940304,440.0,13621,55,19.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.5,1.75,,,,,,3.0,,,
tipoffstarchpartly,2021-08-04,28,0,24,0,204,0,0,70,9950.699410438889,405.0,13093,39,16.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,,2.5,1.5,1.75,,,,,,,
tipoffstarchpartly,2021-08-05,12,0,10,0,134,3,0,64,11968.409640537471,459.0,14363,68,13.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,,,,,,,,,,3.5,2.3333333333333335
tipoffstarchpartly,2021-08-06,32,0,36,0,230,1,0,103,10781.144268356167,412.0,12616,44,14.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,,,1.0,,,,1.0,,1.0,,
tipoffstarchpartly,2021-08-07,21,0,25,0,277,5,0,173,9405.149805845878,697.0,12450,67,11.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,,
tipoffstarchpartly,2021-08-08,0,0,6,0,134,0,0,29,8651.745817352046,493.0,12685,46,33.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,,2.5,,,4.0,1.0,,,,,2.8
tipoffstarchpartly,2021-08-09,26,0,37,0,269,1,0,46,9800.629565452597,397.0,11957,73,15.0,1.0666666666666667,1.8,2.466666666666667,2.0,3.4,2.466666666666667,1.4666666666666666,1.4,1.8666666666666667,,,,,,,,,,,
tipoffstarchpartly,2021-08-10,22,0,21,0,222,5,0,85,9925.807617531153,466.0,14230,83,14.0,1.0,2.0,1.7857142857142858,2.7857142857142856,3.7857142857142856,1.8571428571428572,1.1428571428571428,1.2142857142857142,1.1428571428571428,,,,,,,,,,,
tipoffstarchpartly,2021-08-11,27,0,30,0,265,1,0,194,8343.87976645762,429.0,16488,70,12.0,1.7692307692307692,1.6153846153846154,2.1538461538461537,2.769230769230769,2.769230769230769,3.230769230769231,2.1538461538461537,1.3846153846153846,1.3076923076923077,,,,,,,,,,,
tipoffstarchpartly,2021-08-12,26,0,32,0,324,2,0,132,9128.379840277415,310.0,13400,61,16.0,2.076923076923077,1.5384615384615385,2.4615384615384617,1.9230769230769231,3.076923076923077,2.6153846153846154,1.5384615384615385,1.6153846153846154,1.5384615384615385,,,,,,,,,,,
tipoffstarchpartly,2021-08-13,76,0,58,0,225,12,0,181,12232.926979776446,368.0,14688,82,13.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,1.75,,,1.0,1.0,,,1.0,1.0,
tipoffstarchpartly,2021-08-14,0,0,12,0,171,0,0,115,10186.625372830864,451.0,10078,36,11.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,,3.0,,,,,,4.5,,,
tipoffstarchpartly,2021-08-15,0,0,12,0,187,0,0,97,7958.619700188872,635.0,18291,39,15.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,,,1.0,3.25,,,,,,1.0,
tipoffstarchpartly,2021-08-16,27,0,38,0,433,0,0,134,12386.660501433877,427.0,11092,61,18.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.142857142857143,1.0,3.0,4.5,,1.75,,,1.0,
tipoffstarchpartly,2021-08-17,30,0,32,0,295,3,0,110,10639.290485276762,424.0,14438,57,12.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,,,,2.5,,,,4.666666666666667,,,
tipoffstarchpartly,2021-08-18,21,0,10,0,260,3,0,93,11056.774372890226,460.0,13076,62,20.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,,,1.0,3.0,,,,,,4.0
tipoffstarchpartly,2021-08-19,40,0,22,0,296,1,0,113,10056.639257956154,417.0,13470,78,21.0,1.0833333333333333,2.0,1.8333333333333333,2.1666666666666665,3.75,1.9166666666666667,1.25,1.3333333333333333,1.1666666666666667,,,,,,,,,,,
tipoffstarchpartly,2021-08-20,25,0,49,0,317,4,0,96,10055.614124812822,471.0,13994,70,16.0,1.0,1.6,2.066666666666667,1.8666666666666667,3.466666666666667,2.4,1.4,1.1333333333333333,1.7333333333333334,,,,,,,,,,,
tipoffstarchpartly,2021-08-21,176,0,26,0,249,8,0,227,12613.3863472624,363.0,14377,55,25.0,1.0,2.0,2.4545454545454546,1.6363636363636365,3.3636363636363638,2.090909090909091,1.1818181818181819,1.4545454545454546,1.1818181818181819,,,,,,,,,,,
tipoffstarchpartly,2021-08-22,5,0,23,0,222,0,0,122,7475.94508678766,409.0,13175,57,20.0,1.0,2.1818181818181817,1.9090909090909092,2.0,3.8181818181818183,2.0,1.0909090909090908,1.4545454545454546,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-08-23,25,0,65,0,425,2,0,217,13269.625047614403,328.0,12298,72,17.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.5,,,,4.75,,1.0,4.0,,,3.0
tipoffstarchpartly,2021-08-24,32,0,32,0,281,2,0,117,11178.296940727383,375.0,13057,55,15.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,,,,1.0,,,3.8333333333333335,,,
tipoffstarchpartly,2021-08-25,36,0,51,0,289,0,0,110,12706.940342629385,464.0,9910,72,15.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,,3.0,1.0,3.7142857142857144,,,,,,,3.4
tipoffstarchpartly,2021-08-26,34,0,31,0,219,2,0,79,11725.680748894592,443.0,9440,52,21.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,,3.5,,,,,,,,,
tipoffstarchpartly,2021-08-27,24,0,48,0,292,5,0,100,12955.939627833086,444.0,11760,69,17.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,,3.25,,,1.0,1.0,,,,2.0,
tipoffstarchpartly,2021-08-28,0,0,16,0,193,0,0,126,8669.265456197922,454.0,9707,33,9.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,,4.0,,,,1.0,1.0,4.75,,1.0,
tipoffstarchpartly,2021-08-29,191,0,57,0,244,10,0,164,11533.840963596776,531.0,9206,61,12.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,,,1.75,,,1.0,,,,
tipoffstarchpartly,2021-08-30,28,1,55,0,323,0,0,128,12880.836107383197,452.0,10349,55,16.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,1.8571428571428572,2.0,,,,,,,
tipoffstarchpartly,2021-08-31,33,0,46,0,318,3,0,107,12628.214038884793,480.0,14148,76,15.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,,,,3.25,,,,,1.0,,
tipoffstarchpartly,2021-09-01,26,0,36,0,278,2,0,100,10705.438463906812,431.0,12509,71,16.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,,3.0,,,,1.0,1.0,,,1.75,
tipoffstarchpartly,2021-09-02,34,0,25,0,148,2,0,50,10844.920783856818,439.0,10626,53,14.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,
tipoffstarchpartly,2021-09-03,43,1,117,0,217,10,0,217,14078.15912969808,412.0,12356,103,7.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,,,,,,1.0,1.5,,,1.0,
tipoffstarchpartly,2021-09-04,19,1,22,0,192,2,0,154,11618.6223928162,535.0,14136,116,15.0,1.0,2.272727272727273,2.090909090909091,1.6363636363636365,4.090909090909091,1.1818181818181819,1.0,1.2727272727272727,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-09-05,2,0,22,0,245,2,0,165,8628.289757397608,365.0,16839,82,9.0,1.0,2.0,3.0,1.75,3.8333333333333335,1.5833333333333333,1.0,1.0833333333333333,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-09-06,42,0,26,0,195,4,0,161,7920.705903321023,432.0,17165,45,22.0,1.0909090909090908,2.3636363636363638,2.3636363636363638,2.4545454545454546,3.727272727272727,1.5454545454545454,1.2727272727272727,1.1818181818181819,1.0909090909090908,,,,,,,,,,,
tipoffstarchpartly,2021-09-07,25,0,38,0,268,4,0,149,8513.03002471964,419.0,18130,72,6.0,1.0,1.7692307692307692,2.0,2.4615384615384617,3.230769230769231,1.9230769230769231,1.2307692307692308,1.4615384615384615,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-09-08,26,0,41,0,246,0,0,106,10241.305044357909,300.0,11439,48,10.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,,,,,1.0,,,3.1666666666666665,1.0,,2.8
tipoffstarchpartly,2021-09-09,33,0,28,0,263,1,0,90,11216.227046297488,457.0,15299,108,10.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,,1.75,,,5.0,1.0,,,,,
tipoffstarchpartly,2021-09-10,33,0,52,0,227,1,0,106,10830.51659397962,444.0,17279,72,19.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,1.0,2.0,3.3333333333333335
tipoffstarchpartly,2021-09-11,0,0,23,0,187,0,0,153,8501.978639417011,469.0,15642,46,11.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,4.5,,,
tipoffstarchpartly,2021-09-12,51,0,42,0,194,4,0,246,9989.617561130955,583.0,16937,49,18.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,,,1.0,,
tipoffstarchpartly,2021-09-13,36,0,54,0,289,0,0,102,12529.25135681688,449.0,15760,106,14.0,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,
tipoffstarchpartly,2021-09-14,41,0,33,0,224,3,0,111,11280.945959462904,417.0,13690,83,12.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,1.0,1.6,
tipoffstarchpartly,2021-09-15,26,0,31,0,608,0,0,169,10581.037660220598,393.0,18490,93,9.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,,,,2.5,,,,,1.0,2.0,
tipoffstarchpartly,2021-09-16,32,0,34,0,863,2,0,147,9909.267141734665,412.0,16280,88,13.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,,1.6,1.0,1.0,,1.0,,,,,
tipoffstarchpartly,2021-09-17,31,0,50,0,987,2,0,182,10962.747730757052,410.0,14116,98,10.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,,,1.75,,,,,,,
tipoffstarchpartly,2021-09-18,47,0,34,0,459,6,0,142,11311.353320655222,430.0,10567,44,5.0,1.0,2.25,2.5833333333333335,2.0833333333333335,4.0,1.6666666666666667,1.0,1.5,1.0,,,,,,,,,,,
tipoffstarchpartly,2021-09-19,50,0,100,0,189,6,0,178,11610.813594786589,642.0,13996,95,15.0,1.0833333333333333,2.4166666666666665,1.4166666666666667,2.5,3.6666666666666665,1.8333333333333333,1.0833333333333333,1.5,1.0833333333333333,,,,,,,,,,,
tipoffstarchpartly,2021-09-20,28,0,50,0,430,0,0,105,8477.804906871694,477.0,15379,96,12.0,1.0,1.6666666666666667,1.9333333333333333,2.6666666666666665,3.466666666666667,2.2666666666666666,1.1333333333333333,1.2,1.3333333333333333,,,,,,,,,,,
tipoffstarchpartly,2021-09-21,33,0,59,0,418,1,0,171,10147.047266819232,317.0,18155,108,18.0,1.0833333333333333,2.0833333333333335,2.4166666666666665,2.25,3.4166666666666665,2.25,1.1666666666666667,1.3333333333333333,1.5,,,,,,,,,,,
tipoffstarchpartly,2021-09-22,46,0,47,0,404,5,0,192,9999.865026954662,401.0,19289,107,17.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.25,,2.2,1.0,1.0,,,,,
tipoffstarchpartly,2021-09-23,39,0,35,0,276,2,0,127,11077.379199175512,347.0,13661,43,9.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,,,,,,1.0,1.0,,,,
tipoffstarchpartly,2021-09-24,33,0,47,0,320,2,0,172,11698.700017369654,349.0,13443,68,14.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,,1.6,1.6,,,,,,,2.5,
tipoffstarchpartly,2021-09-25,0,0,28,0,175,0,0,101,9318.67101465505,459.0,12344,53,15.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,,,2.3333333333333335,,,,1.0,,,,
tipoffstarchpartly,2021-09-26,53,1,125,0,217,3,0,196,14080.09655072776,495.0,10106,36,12.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,,,,,5.0,,,2.5,,1.0,
tipoffstarchpartly,2021-09-27,33,0,42,0,336,3,0,190,10409.076523080084,358.0,17210,110,14.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,,,1.0,,1.75,,1.0,3.0,,,
tipoffstarchpartly,2021-09-28,39,0,33,0,324,1,0,121,11277.023815889608,507.0,10832,54,16.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,1.75,,1.0,,3.25
tipoffstarchpartly,2021-09-29,40,0,42,0,747,3,0,140,11120.332165030077,396.0,13873,57,15.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.75,,,,,1.75,,,,2.2857142857142856,
tipoffstarchpartly,2021-09-30,41,0,41,0,1119,3,0,163,9501.348602359025,453.0,19685,80,7.0,1.6428571428571428,1.7142857142857142,1.5,2.357142857142857,3.2142857142857144,2.357142857142857,1.3571428571428572,1.6428571428571428,1.2142857142857142,,,,,,,,,,,
