subject_id,watch_data_completeness,watch_total_minutes,phone_ema_response_rate,watch_ema_response_rate,total_emas,days_with_phone_data,phone_usage_events,data_quality_score
retrialgraftedsturdy@timestudy_com,0.0,0,15.729736947523035,66.18162220425762,11200,291.0,1042485,24.573407745534197
retrievergeckoabroad@timestudy_com,0.0,0,14.431955038137295,67.12328767123287,10037,340.0,330674,24.46657281281105
retrypercentdayroom@timestudy_com,0.0,0,20.178799489144318,87.03370208386931,7019,142.0,335368,32.16375047190409
riftchaosdipper@timestudy_com,0.0,0,17.96,69.03919626432715,12067,191.0,724437,26.099758879298143
rippingpeprepose@timestudy_com,0.0,0,13.943462897526501,87.3009647815515,26899,352.0,1812597,30.373328303723397
ropetinworkdemote@timestudy_com,0.0,0,22.110384163730917,92.48215519226342,14647,240.0,784167,34.377761806798304
routinesurenessglitzy@timestudy_com,0.0,0,13.732425501812715,83.4106239460371,20797,364.0,1272187,29.142914834354947
sadlyskilledlustfully@timestudy_com,0.0,0,15.612151667428048,74.6355906468266,21928,368.0,913666,27.074322694276393
sadnessvoweluniformly@timestudy_com,0.0,0,20.74584769664682,94.25921283529706,7180,123.0,220783,34.50151815958316
scarecrowstackcharred@timestudy_com,0.0,0,12.746959150671447,52.47900298022217,25296,304.0,1226409,19.567788639268084
scopelaboriousmagician@timestudy_com,0.0,0,19.15277151870212,95.047276001801,4440,88.0,293445,34.26001425615093
scornboltdismantle@timestudy_com,0.0,0,9.342560553633218,0.0,289,11.0,14415,2.8027681660899653
scoutsstaunchskating@timestudy_com,0.0,0,19.4732641660016,84.13865546218487,5362,0.0,0,31.08357588845594
scribinganglereasiness@timestudy_com,0.0,0,12.056737588652481,0.0,423,18.0,6150,3.6170212765957444
sculpturecrunchingerasure@timestudy_com,0.0,0,18.81869542886492,84.80976447029656,20222,372.0,1406155,31.088537969748444
sensitiveonstageshady@timestudy_com,0.0,0,15.051311288483465,84.40860215053763,1621,26.0,121615,29.837974031706327
shadedechorogue@timestudy_com,0.0,0,33.33333333333333,0.0,6,0.0,0,9.999999999999998
shadedfacebookcoke@timestudy_com,0.0,0,21.49460708782743,84.27714856762158,2799,55.0,191299,31.731526696634702
shadilymanholegreeter@timestudy_com,0.0,0,21.856011784201804,77.96419181169401,13418,224.0,920778,29.946061078768743
shaftbribezippy@timestudy_com,0.0,0,18.4115523465704,0.0,277,13.0,25806,5.5234657039711195
sharpnessnextpouch@timestudy_com,0.0,0,23.75746647131748,92.4571177246738,22515,368.0,1291585,34.86437525879738
shorerecliningstoppage@timestudy_com,0.0,0,15.519353258206761,78.15814850530376,12312,251.0,773442,28.103250529053156
shorthandflingstammer@timestudy_com,0.0,0,2.631578947368421,0.0,76,4.0,9685,0.7894736842105262
showplacefacingsanta@timestudy_com,0.0,0,24.514811031664966,81.67923511984918,23663,368.0,1810615,31.858213845454245
sinistersmolderthesis@timestudy_com,0.0,0,21.765734265734267,62.07471647765177,5286,94.0,531935,25.15213522301581
sizzleunelectedmagical@timestudy_com,0.0,0,13.747731397459164,79.64474315890543,4287,82.0,346020,28.017742366909378
skipperdropdowncrawlers@timestudy_com,0.0,0,17.960561378575235,72.97233107706923,14050,245.0,576572,27.27986773669334
skittlegiggledumpster@timestudy_com,0.0,0,9.241040056219255,51.40845070422535,5686,103.0,343601,18.19484722813338
skydiverworriercarton@timestudy_com,0.0,0,22.47799593771158,77.67857142857143,12159,253.0,434885,30.0469702098849
slapstickporcupineslacks@timestudy_com,0.0,0,31.89559127805189,96.57569963497306,17789,374.0,472682,38.54138727390748
sloganunbuttondodge@timestudy_com,0.0,0,100.0,0.0,5,0.0,0,30.0
smeltingexerciserstabilize@timestudy_com,0.0,0,20.934158694428813,96.92733746538309,12914,222.0,681678,35.35844884794357
snippinghuffdiffused@timestudy_com,0.0,0,16.269430051813472,88.37876614060258,1662,14.0,30611,31.394458857724814
snowdropoverplantmaturity@timestudy_com,0.0,0,1.899335232668566,0.0,1053,23.0,19157,0.5698005698005698
spearmanshushfreebie@timestudy_com,0.0,0,20.224337185588034,88.84483830845771,21690,0.0,0,32.72075264821372
spinstersubatomiccoyness@timestudy_com,0.0,0,19.576832656550543,96.77620632279535,18974,367.0,279727,34.905911693803766
splinterimmorallyupward@timestudy_com,0.0,0,19.55976595151853,83.32983854057454,8358,158.0,458244,30.86688134762792
spookysubtotalunreached@timestudy_com,0.0,0,15.531091936923536,86.38205635661106,20694,238.0,827287,30.573944488060377
spousalpessimismvariety@timestudy_com,0.0,0,10.122282608695652,75.12605042016807,2067,56.0,256166,25.574499908659117
starlesspayingoutlet@timestudy_com,0.0,0,18.818906232944002,77.25889585791468,25264,368.0,1988736,28.8233406272576
startlingrevengevillage@timestudy_com,0.0,0,13.78299120234604,66.63401253918495,13629,349.0,655302,24.125101122459295
stephen4_internal@timestudy_com,0.0,0,3.345757898473553,40.80985486034882,19467,392.0,126754,13.246683827646711
stephen6_internal@timestudy_com,0.0,0,4.868035190615836,41.37931034482759,2633,78.0,30341,13.874203660633027
sterileshinejokingly@timestudy_com,0.0,0,14.994934143870314,70.2030124426981,3501,72.0,192558,25.559383975970523
strikingemporiumripeness@timestudy_com,0.0,0,27.121212121212125,70.58823529411765,813,28.0,159727,29.31283422459893
strivezigzaggedgrappling@timestudy_com,0.0,0,16.88135593220339,0.0,1475,1.0,33,5.0644067796610175
sublevelcurlyhanky@timestudy_com,0.0,0,17.13520749665328,67.31488406881077,17733,0.0,0,25.335027469639215
subtitlegrievousbazooka@timestudy_com,0.0,0,23.57897101774882,95.6563995215311,22278,363.0,628836,35.770611161783975
suctionfademarauding@timestudy_com,0.0,0,7.132850805510156,75.70932252460915,12020,222.0,1055266,24.852651999035793
superiorpassablecosmic@timestudy_com,0.0,0,16.467876115064648,82.57666609559705,21651,364.0,1613648,29.71336266319851
supportunmannedboss@timestudy_com,0.0,0,15.068493150684931,0.0,73,5.0,17538,4.520547945205479
synapseevaluatechevron@timestudy_com,0.0,0,20.30664395229983,86.5346302589945,17338,276.0,1518882,32.052382263388296
synthesisrebuffcognition@timestudy_com,0.0,0,23.963133640552993,0.0,217,9.0,13168,7.188940092165898
tapestryrivetingverify@timestudy_com,0.0,0,21.379006498513053,87.72194937665282,22314,367.0,1157644,32.73028676254976
tattlingsupperlegroom@timestudy_com,0.0,0,17.110056297604594,80.8231243494275,21548,366.0,840472,29.37995419410963
thusflattenengraver@timestudy_com,0.0,0,8.297753851865602,76.80798004987531,16963,366.0,898044,25.531720170522274
tidingstrustingplaymate@timestudy_com,0.0,0,10.267445434983093,61.70646476412347,6687,71.0,40242,21.592173059731966
timiddisjoinpreaching@timestudy_com,0.0,0,10.95890410958904,0.0,219,8.0,35220,3.287671232876712
tipoffstarchpartly@timestudy_com,0.0,0,22.31139646869984,96.18308885646265,21743,355.0,919852,35.548345597548746
trombonetroweldecree@timestudy_com,0.0,0,20.588532713115583,58.88652940633368,20720,393.0,1119836,23.842518635834775
tweezerspelicanreaction@timestudy_com,0.0,0,12.361222387547214,62.217636837532574,17945,353.0,1545414,22.373657767523934
unafraidreproducewad@timestudy_com,0.0,0,10.394431554524362,51.77215189873417,2945,68.0,225138,18.64997503597756
unbundleoverbitesixtyfold@timestudy_com,0.0,0,23.84780278670954,69.63079340141398,22060,364.0,2522780,28.04357885643706
uncookedshiveringglorify@timestudy_com,0.0,0,9.801762114537445,32.10200190657769,8736,163.0,470275,12.57112920633454
undertonemuskinesslullaby@timestudy_com,0.0,0,27.7027027027027,0.0,148,7.0,18995,8.31081081081081
unelectedscrubbeddeflected@timestudy_com,0.0,0,16.043380703066568,74.41143042701738,16855,311.0,1007741,27.136443339025185
unfittedfactoiddivisive@timestudy_com,0.0,0,17.052956875965723,92.31491416309014,14575,298.0,2828398,32.810361311716754
unfreezefrayingknoll@timestudy_com,0.0,0,19.023741301678264,87.15325147794452,22966,367.0,725482,31.853097833886835
unglazedshorterrepave@timestudy_com,0.0,0,32.47422680412371,0.0,194,9.0,27803,9.742268041237113
uniformlyharmfulbush@timestudy_com,0.0,0,21.957277694982615,78.1875108714559,9775,201.0,887956,30.04343656993155
unmitredtownerthaspium@timestudy_com,0.0,0,11.323681489141675,0.0,1934,52.0,159320,3.3971044467425027
unmixableresultfidgety@timestudy_com,0.0,0,15.523059617547808,79.33446776328228,22135,371.0,2346175,28.457258214249023
unmoldedtrustfulencode@timestudy_com,0.0,0,19.422645739910312,56.45580589254766,5876,145.0,357172,22.76353548973739
unraveledlitterpowerably@timestudy_com,0.0,0,17.14545248098104,85.55840212543885,19346,98.0,401513,30.811156381925965
unrelatedtweedconcerned@timestudy_com,0.0,0,13.333333333333334,0.0,30,2.0,1910,4.0
unsavedrefuelingresidual@timestudy_com,0.0,0,15.63049853372434,73.7460460912788,5623,155.0,1000343,26.812963387500943
untakenjawedsimilarly@timestudy_com,0.0,0,10.99671412924425,51.280497045006825,15729,348.0,1840056,18.683163352275322
unveileddismountearwig@timestudy_com,0.0,0,20.163310754384337,70.41181396056938,23914,368.0,1473517,27.17253741448611
unwrappedsnaggedepiphany@timestudy_com,0.0,0,10.765731614859742,75.016880486158,9719,182.0,1325608,25.734783630305323
upliftedsulfatedreamboat@timestudy_com,0.0,0,5.627705627705628,0.0,231,10.0,12232,1.6883116883116882
uprisingdisdaingraveyard@timestudy_com,0.0,0,28.000000000000004,0.0,50,3.0,10006,8.4
upstreamstrenuousneuter@timestudy_com,0.0,0,19.212218649517684,58.89929742388759,2098,52.0,147353,23.43345482202158
uptakepassengerpope@timestudy_com,0.0,0,0.0,0.0,10,1.0,358,0.0
urchinvariablytrend@timestudy_com,0.0,0,24.68361276365603,75.28996469994958,25109,360.0,1226206,29.992073239081684
vagabondnumerousflatterer@timestudy_com,0.0,0,20.33260500121389,82.08181818181818,19238,282.0,1254174,30.724326954909618
validsaidpoison@timestudy_com,0.0,0,66.66666666666666,0.0,3,0.0,0,19.999999999999996
vinealbecivetdiapensia@timestudy_com,0.0,0,9.53168044077135,0.0,7260,210.0,909029,2.8595041322314048
wadblatancyflattery@timestudy_com,0.0,0,6.153846153846154,0.0,65,4.0,8832,1.8461538461538463
waggyalnusbasat@timestudy_com,0.0,0,6.496415770609319,0.0,2232,54.0,98944,1.9489247311827957
washboardceramicsenticing@timestudy_com,0.0,0,21.819713563605728,96.2484049340706,21251,379.0,2341354,35.420435549302894
whoeverrelightspookily@timestudy_com,0.0,0,19.004483484307805,68.4688995215311,19289,353.0,1137014,26.24201490175167
wikipediaetchingcrystal@timestudy_com,0.0,0,19.330403067427287,89.94827453099668,23646,367.0,1426978,32.78360327952719
wikipediamoodinessomission@timestudy_com,0.0,0,0.0,0.0,0,0.0,0,0.0
wisechastiseanthem@timestudy_com,0.0,0,12.465021622996693,46.86357243319269,7486,163.0,689100,17.798578216856814
wrigglecatalyststerility@timestudy_com,0.0,0,23.712035995500564,93.2486035780782,21243,364.0,2272197,35.08819187207363
wrongedsheetentryway@timestudy_com,0.0,0,12.613567534827377,74.95367510809142,9842,217.0,1074752,26.270172792875638
yearlingfiberspotty@timestudy_com,0.0,0,17.138795816834197,76.30809229769255,19080,368.0,1844492,28.034066434358024
zerosuchankle@timestudy_com,0.0,0,19.047619047619047,0.0,63,1.0,672,5.714285714285714
