subject_id,watch_data_completeness,watch_total_minutes,phone_ema_response_rate,watch_ema_response_rate,total_emas,days_with_phone_data,phone_usage_events,data_quality_score
moonriseskintightjubilance@timestudy_com,0.0,0,22.388059701492537,0.0,201,9.0,37780,6.716417910447761
moraleunsheathestilt@timestudy_com,0.0,0,20.73170731707317,91.55124653739612,13354,191.0,516655,33.68488615634079
motivatorelectableflammable@timestudy_com,0.0,0,27.450980392156865,0.0,51,1.0,286,8.23529411764706
mountainseclusionchaffing@timestudy_com,0.0,0,20.018885741265343,84.90627546862267,21801,346.0,629925,31.477548362966402
multitaskdisprovealkalize@timestudy_com,0.0,0,15.037593984962406,89.58333333333334,1969,65.0,146586,31.386278195488725
mumblingenteringstipulate@timestudy_com,0.0,0,15.151515151515152,0.0,66,3.0,4975,4.545454545454546
mumblingfoundersubsonic@timestudy_com,0.0,0,19.40385739333723,19.884761554493075,16712,350.0,1182452,11.786585684349092
musicvividlybackstage@timestudy_com,0.0,0,18.485390578413835,69.94949494949495,3261,72.0,427139,26.530465658372634
mysidvattedlexica@timestudy_com,0.0,0,9.195591380161211,85.98686910135413,21906,343.0,1217364,28.554738144454603
neutergoldfishsworn@timestudy_com,0.0,0,7.684659921632845,88.33812535940196,25794,299.0,747102,28.80683558431044
nibbletwicemauve@timestudy_com,0.0,0,20.818713450292396,51.328125,2135,71.0,214446,21.64405153508772
nicknameoverpaycolt@timestudy_com,0.0,0,15.233693756539937,64.95243757431629,18196,422.0,1994187,24.055839399256868
nucleusbackwatercanning@timestudy_com,0.0,0,21.857670979667283,88.49888513270517,22559,331.0,2637039,33.10696683371174
numeratebusilyducktail@timestudy_com,0.0,0,13.525935653315823,71.0923881464265,12976,245.0,1369019,25.3854971399227
obvioussappywashroom@timestudy_com,0.0,0,2.631578947368421,0.0,114,7.0,544,0.7894736842105262
occupancyeligiblycirculate@timestudy_com,0.0,0,22.84263959390863,0.0,197,0.0,0,6.852791878172589
ogleuncladthermos@timestudy_com,0.0,0,19.781269908685495,83.6133450115455,21977,368.0,1439098,31.0183844760693
omissionshreddercorrosive@timestudy_com,0.0,0,14.285714285714285,0.0,28,2.0,2651,4.285714285714286
orbsquackysyllabuses@timestudy_com,0.0,0,21.330872774641772,68.29989609143954,21723,371.0,1422652,26.889230659824392
outreachunpeeledfederal@timestudy_com,0.0,0,15.956242927197284,74.86561329206711,11441,210.0,1199116,27.24655686577932
overhangfrisbeeplatinum@timestudy_com,0.0,0,5.172413793103448,0.0,116,7.0,348,1.5517241379310345
overstepsadnesscarat@timestudy_com,0.0,0,12.980769230769232,0.0,208,10.0,50657,3.894230769230769
oxidantmoneylesscinch@timestudy_com,0.0,0,5.405405405405405,0.0,74,2.0,1640,1.6216216216216215
palmbuggystole@timestudy_com,0.0,0,18.329268292682926,93.94498800073842,19034,319.0,302620,33.6822768880264
palpableashenmushiness@timestudy_com,0.0,0,5.769230769230769,0.0,988,48.0,35563,1.7307692307692306
pamperedchlorideconflict@timestudy_com,0.0,0,12.554548506210136,60.525252525252526,5454,4.0,16429,21.923940309438798
pandemicerraticobscure@timestudy_com,0.0,0,22.21018418201517,94.37204283224038,21277,372.0,522925,34.97466810427666
panoramahandcraftcomma@timestudy_com,0.0,0,22.19811218400781,92.79993955877909,22453,360.0,1146451,34.49941552283607
parakeettrappeddetector@timestudy_com,0.0,0,22.70790077587149,86.07701105604269,22266,364.0,1828737,32.63547354957426
peddlingventricleexert@timestudy_com,0.0,0,19.644495412844037,77.17403046343307,17977,368.0,857984,29.04555776288313
penpalsandbanklifting@timestudy_com,0.0,0,21.380743477256985,85.12889879057924,21230,339.0,1522103,31.952892680350867
perpetualbustclimatic@timestudy_com,0.0,0,16.383549396513185,68.20698466780239,9170,189.0,599053,25.37716021929467
persevereriseswoop@timestudy_com,0.0,0,20.843294935883502,79.67367043792811,22195,367.0,1151298,30.155089612143485
pettytransfixedsolubly@timestudy_com,0.0,0,12.324615557301605,66.84669713336103,13723,358.0,805157,23.751393807198788
phobiaaltogallows@timestudy_com,0.0,0,14.285714285714285,75.79250720461094,1716,31.0,82561,27.023466447097565
playablevividnessboxer@timestudy_com,0.0,0,17.391304347826086,0.0,92,4.0,16244,5.217391304347825
plugdwindlehusband@timestudy_com,0.0,0,11.918876755070203,74.28982380438691,5986,145.0,214872,25.862610167837133
poachcoastalalibi@timestudy_com,0.0,0,10.245554614733276,0.0,1181,44.0,199553,3.0736663844199827
powderingannoyingcrazy@timestudy_com,0.0,0,11.49461684610513,66.1062906724512,5002,121.0,386499,23.2802722555669
prathamesh_tester@timestudy_com,0.0,0,8.823529411764707,38.67924528301887,242,17.0,134688,14.250832408435073
predatordebatingpredator@timestudy_com,0.0,0,18.27095413811281,89.46651714194168,21969,367.0,3072680,32.321241384016346
pretendedconstrainfraying@timestudy_com,0.0,0,19.882745375518045,84.1038223140496,25381,367.0,1414178,31.195970306870294
providinglickingvividly@timestudy_com,0.0,0,1.1709601873536302,0.0,427,20.0,126154,0.35128805620608905
pulmonarysadlygrunge@timestudy_com,0.0,0,16.847826086956523,0.0,184,7.0,7468,5.054347826086957
punctuatelandingdeferred@timestudy_com,0.0,0,21.442384256626095,94.50843608046723,21119,367.0,892429,34.785246101127996
purchaserefuelingsulk@timestudy_com,0.0,0,14.168618266978921,94.44444444444444,872,37.0,194222,32.583918813427005
quizzicalpremiumfrayed@timestudy_com,0.0,0,11.58961776859504,53.316210907992144,22107,374.0,1968735,19.471748602976156
raiderenginegenre@timestudy_com,0.0,0,29.268292682926827,0.0,82,4.0,10019,8.780487804878048
rangerabrasivedislike@timestudy_com,0.0,0,19.626935710933836,77.22473604826547,20458,315.0,524527,29.05550152775979
rangerchildlikequantum@timestudy_com,0.0,0,20.47613963915875,42.38065825465455,20700,367.0,107440,18.85703936814399
rankingkindnessspindle@timestudy_com,0.0,0,16.38173962051475,94.15357766143106,11053,195.0,585599,33.16059518458374
rebuffhypnotizereburial@timestudy_com,0.0,0,16.64580725907384,50.40871934604905,1533,38.0,168249,20.116357981536865
rebuttalskateroyster@timestudy_com,0.0,0,18.65163522714589,76.39891696750902,20039,289.0,1281344,28.515165658396473
reclusegrowingchamomile@timestudy_com,0.0,0,22.821576763485478,0.0,241,5.0,22071,6.846473029045643
reconfirmcremeplethora@timestudy_com,0.0,0,20.20909926470588,82.6030705537347,20298,367.0,2886740,30.843650945532172
reliablydetaildebate@timestudy_com,0.0,0,24.599692915112964,94.28471248246845,23378,368.0,865643,35.66532161927442
remoldexcludingaffair@timestudy_com,0.0,0,17.878888519871584,73.63374880153404,15291,362.0,1738387,27.453791196421687
renditionscribeuntie@timestudy_com,0.0,0,0.23691068467187867,0.0,4221,19.0,119492,0.0710732054015636
rentedmanordaunting@timestudy_com,0.0,0,13.558743169398907,51.90151681688283,10405,216.0,848958,19.638077995884522
repaymentoutcastcareless@timestudy_com,0.0,0,15.70964247020585,0.0,923,40.0,144838,4.712892741061755
reprocessscreenunblended@timestudy_com,0.0,0,3.1786039347476023,51.33890008638065,17756,192.0,958254,16.355251206338473
resalepartlyfrigidity@timestudy_com,0.0,0,16.499901903080243,52.59186351706037,19338,368.0,1967287,20.727529626042184
resampledistrustpulverize@timestudy_com,0.0,0,15.947531929582325,67.6923076923077,6342,0.0,0,25.091951886567003
residentselfgutter@timestudy_com,0.0,0,17.65722930624595,86.88433096135063,23588,382.0,1144356,31.362468080278973
resupplyclappingyahoo@timestudy_com,0.0,0,4.771125396948339,33.004272874613235,32609,373.0,850781,11.332619481468472
