Participant_ID,Prompt_Type,Study_Mode,Prompt_Trigger,Time_Window_Start,Time_Window_End,Initial_Prompt_Date,Initial_Prompt_Local_Time,Initial_Prompt_UTC_Offset,Initial_Prompt_UnixTime,Answer_Status,Reprompt1_Prompt_Date,Reprompt1_Prompt_Local_Time,Reprompt1_Prompt_UnixTime,Reprompt2_Prompt_Date,Reprompt2_Prompt_Local_Time,Reprompt2_Prompt_UnixTime,Reprompt3_Prompt_Date,Reprompt3_Prompt_Local_Time,Reprompt3_Prompt_UnixTime,Reprompt4_Prompt_Date,Reprompt4_Prompt_Local_Time,Reprompt4_Prompt_UnixTime,Reprompt5_Prompt_Date,Reprompt5_Prompt_Local_Time,Reprompt5_Prompt_UnixTime,Question_Set_Completion_Date,Question_Set_Completion_Local_Time,Question_Set_Completion_UnixTime,Question_Set_Completion_Prompt_Number,Probabilistic_Question_Set_Selected,Number_Of_Questions_Presented,Surveyversionnumber,Question_X_ID,Question_X_Text,Question_X_Answer_Text,Question_X_Answer_Unixtime,PARTICIPANT_ID_TEXT,PARTICIPANT_ID_NUMERIC
tipoffstarchpartly@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,10,11,2021-02-23,Tue Feb 23 10:53:03 PST 2021,GMT-08:00,1614106383456,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,10:53:12.508,1614106392508,1,,1,-1,activity_0,Sedentary 62 min ago?,Yes,1614106388805,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,11,12,2021-02-23,Tue Feb 23 11:27:02 PST 2021,GMT-08:00,1614108422583,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,11:27:11.576,1614108431576,1,,1,-1,activity_0,Sedentary 36 min ago?,Sort of,1614108427500,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,EMA_Micro,TIME,RANDOM,11,12,2021-02-23,Tue Feb 23 11:37:02 PST 2021,GMT-08:00,1614109022671,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,11:37:10.953,1614109030953,1,,1,-1,hunger_0,Feeling hungry?,Sort of,1614109027369,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,EMA_Micro,TIME,RANDOM,11,12,2021-02-23,Tue Feb 23 11:45:02 PST 2021,GMT-08:00,1614109502998,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,11:45:10.551,1614109510552,1,,1,-1,excite_14,Feeling excited?,No,1614109507205,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,EMA_Micro,TIME,RANDOM,11,12,2021-02-23,Tue Feb 23 11:53:02 PST 2021,GMT-08:00,1614109982368,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,11:53:11.176,1614109991176,1,,1,-1,sleep_0,Slept well yesterday?,Sort of,1614109986977,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,EMA_Micro,TIME,RANDOM,12,13,2021-02-23,Tue Feb 23 12:18:02 PST 2021,GMT-08:00,1614111482842,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,12:18:10.735,1614111490735,1,,1,-1,routine_0,On usual routine today?,Yes,1614111486965,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,EMA_Micro,TIME,RANDOM,12,13,2021-02-23,Tue Feb 23 12:29:02 PST 2021,GMT-08:00,1614112142571,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,12:29:12.337,1614112152337,1,,1,-1,prod_0,Feeling productive today?,No,1614112148893,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,EMA_Micro,TIME,RANDOM,12,13,2021-02-23,Tue Feb 23 12:37:03 PST 2021,GMT-08:00,1614112623693,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,12:37:10.812,1614112630812,1,,1,-1,pain_0,In pain/sickness?,No,1614112627441,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,EMA_Micro,TIME,RANDOM,12,13,2021-02-23,Tue Feb 23 12:45:01 PST 2021,GMT-08:00,1614113101679,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,12:45:11.606,1614113111606,1,,1,-1,hunger_0,Feeling hungry?,Sort of,1614113108219,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,13,14,2021-02-23,Tue Feb 23 13:24:05 PST 2021,GMT-08:00,1614115445000,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,13:24:13.256,1614115453257,1,,1,-1,activity_0,Sedentary 18 min ago?,Sort of,1614115449595,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,EMA_Micro,TIME,RANDOM,13,14,2021-02-23,Tue Feb 23 13:38:19 PST 2021,GMT-08:00,1614116299748,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,13:38:26.959,1614116306959,1,,1,-1,prod_0,Feeling productive today?,No,1614116303459,tipoffstarchpartly,9172
tipoffstarchpartly@timestudy_com,EMA_Micro,TIME,RANDOM,13,14,2021-02-23,Tue Feb 23 13:44:02 PST 2021,GMT-08:00,1614116642601,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-02-23,13:44:09.976,1614116649977,1,,1,-1,sad_7,Feeling sad?,No,1614116646662,tipoffstarchpartly,9172
